pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
1663	The	One	4.8	ENTAILMENT
1668	The	The	3.9	CONTRADICTION
1669	The	The	4.8	ENTAILMENT
1670	A	The	1	NEUTRAL
1671	The	A	1	NEUTRAL
1673	A	The	1	NEUTRAL
1675	A	The	1	NEUTRAL
1677	The	One	4.6	ENTAILMENT
1680	Some	The	4.8	ENTAILMENT
1682	The	Somebody	2.4	NEUTRAL
1687	The	A	3	CONTRADICTION
1691	There	The	3.7	CONTRADICTION
1694	A	There	3.7	CONTRADICTION
1697	There	The	3.7	NEUTRAL
1700	A	There	3.7	CONTRADICTION
1702	A	The	4.2	ENTAILMENT
1705	A	A	4.8	ENTAILMENT
1706	A	A	3.6	NEUTRAL
1707	A	A	1.1	NEUTRAL
1708	A	A	1.2	NEUTRAL
1712	A	An	4.9	ENTAILMENT
1714	A	A	3.7	NEUTRAL
1715	An	The	4.9	ENTAILMENT
1716	No	An	3.1	CONTRADICTION
1719	An	An	4.8	ENTAILMENT
1721	An	A	3.2	NEUTRAL
1723	A	A	4.2	ENTAILMENT
1724	A	There	4.1	CONTRADICTION
1729	A	The	1.4	NEUTRAL
1733	A	The	1	NEUTRAL
1736	Somebody	The	5	ENTAILMENT
1741	The	Nobody	1	NEUTRAL
1747	One	One	4	CONTRADICTION
1751	One	There	3.7	CONTRADICTION
1753	One	A	4.3	ENTAILMENT
1755	A	A	3.1	CONTRADICTION
1756	A	A	3.8	NEUTRAL
1757	One	One	4.485	ENTAILMENT
1759	A	One	4.2	NEUTRAL
1765	A	One	5	ENTAILMENT
1766	The	A	3.8	CONTRADICTION
1771	A	A	4.3	ENTAILMENT
1772	A	A	3.3	NEUTRAL
1773	A	The	2.1	NEUTRAL
1776	A	The	2.6	NEUTRAL
1777	A	A	3.8	NEUTRAL
1780	A	The	4.6	ENTAILMENT
1781	A	There	3.8	CONTRADICTION
1782	A	A	3.6	CONTRADICTION
1783	A	The	4.4	NEUTRAL
1784	A	There	3.6	CONTRADICTION
1787	A	A	3.7	NEUTRAL
1789	A	The	4.9	ENTAILMENT
1791	A	A	3.8	NEUTRAL
1792	A	A	4.2	ENTAILMENT
1798	The	A	4.4	ENTAILMENT
1808	There	A	1.8	NEUTRAL
1809	The	A	2.8	NEUTRAL
1812	A	A	3.1	NEUTRAL
1814	The	The	3.3	CONTRADICTION
1815	The	The	2.9	NEUTRAL
1818	Some	A	3.1	NEUTRAL
1820	There	The	3.4	CONTRADICTION
1822	A	An	4.1	NEUTRAL
1823	The	A	3.5	NEUTRAL
1825	The	A	4.3	NEUTRAL
1829	Some	Tofu	4.9	ENTAILMENT
1830	Tofu	Tofu	3.5	CONTRADICTION
1832	A	Some	2.2	NEUTRAL
1840	The	The	3.5	NEUTRAL
1841	A	The	2.8	NEUTRAL
1842	One	One	4.4	ENTAILMENT
1844	The	One	1	NEUTRAL
1846	The	One	1	NEUTRAL
1849	One	The	1.1	NEUTRAL
1851	The	The	3.7	CONTRADICTION
1852	A	A	4.7	ENTAILMENT
1853	A	A	4.1	NEUTRAL
1854	The	A	4.1	NEUTRAL
1866	The	There	3.5	CONTRADICTION
1869	A	The	2.9	CONTRADICTION
1873	Some	Some	3.7	NEUTRAL
1874	A	Some	2.9	NEUTRAL
1876	The	The	3.3	CONTRADICTION
1878	The	Some	4.7	ENTAILMENT
1879	The	Some	2.8	CONTRADICTION
1882	Some	The	2.9	NEUTRAL
1884	The	Some	4.4	ENTAILMENT
1886	A	There	4.1	CONTRADICTION
1887	A	The	4	NEUTRAL
1888	A	One	4.9	ENTAILMENT
1892	A	A	3.4	NEUTRAL
1894	A	A	4.2	NEUTRAL
1897	A	A	4.185	NEUTRAL
1898	Some	A	4.4	ENTAILMENT
1904	A	Nobody	1	NEUTRAL
1907	Two	A	1	NEUTRAL
1908	Two	A	1	NEUTRAL
1909	The	The	4.4	ENTAILMENT
1910	The	There	3.4	CONTRADICTION
1912	The	The	4.6	ENTAILMENT
1918	The	The	1.1	NEUTRAL
1919	The	There	1.1	NEUTRAL
1921	The	The	1.4	NEUTRAL
1927	The	The	3.5	NEUTRAL
1934	The	A	1	NEUTRAL
1935	The	A	4.9	ENTAILMENT
1936	There	The	3.8	CONTRADICTION
1939	The	A	1	NEUTRAL
1940	A	The	1	NEUTRAL
1942	A	There	1	NEUTRAL
1943	The	A	1	NEUTRAL
1946	One	One	4.8	ENTAILMENT
1948	The	One	1.6	NEUTRAL
1949	The	One	1.4	NEUTRAL
1954	The	The	3.9	CONTRADICTION
1955	The	The	2.9	NEUTRAL
1961	A	The	1	NEUTRAL
1963	A	The	1	NEUTRAL
1967	The	The	4.5	ENTAILMENT
1969	The	The	3.9	NEUTRAL
1970	The	A	4.4	ENTAILMENT
1972	The	A	3.9	ENTAILMENT
1974	Nobody	The	3.585	CONTRADICTION
1975	The	The	1.9	NEUTRAL
1978	There	Some	3.8	CONTRADICTION
1981	A	A	4	NEUTRAL
1984	A	Some	1	NEUTRAL
1987	Some	A	1	NEUTRAL
1988	A	A	4.5	ENTAILMENT
1989	A	A	3.3	CONTRADICTION
1991	One	The	4.8	ENTAILMENT
1992	The	The	2.9	CONTRADICTION
1993	The	The	3.7	NEUTRAL
1994	A	One	3.2	NEUTRAL
1996	The	A	2.8	NEUTRAL
1999	The	The	2.7	NEUTRAL
2000	A	The	3.7	NEUTRAL
2004	A	A	4.6	ENTAILMENT
2005	A	A	3.3	NEUTRAL
2006	A	A	3.1	NEUTRAL
2007	The	A	1.8	NEUTRAL
2008	The	A	1.6	NEUTRAL
2009	A	The	1.5	NEUTRAL
2011	A	A	3	NEUTRAL
2012	The	A	1.9	NEUTRAL
2014	A	The	4.3	ENTAILMENT
2015	The	The	3.6	CONTRADICTION
2016	The	The	3.4	NEUTRAL
2018	A	A	3.6	NEUTRAL
2020	A	The	2.5	NEUTRAL
2023	A	A	2.1	NEUTRAL
2024	A	The	2	NEUTRAL
2025	The	A	1.5	NEUTRAL
2027	The	The	4.3	NEUTRAL
2029	The	The	2.6	NEUTRAL
2030	The	The	4.6	ENTAILMENT
2035	The	The	3.1	NEUTRAL
2037	The	The	2	NEUTRAL
2038	The	The	2.3	NEUTRAL
2040	The	The	4.5	ENTAILMENT
2041	The	The	3.4	CONTRADICTION
2045	A	A	4.085	NEUTRAL
2047	The	There	1.2	NEUTRAL
2049	A	The	1	NEUTRAL
2051	A	Mud	1.2	NEUTRAL
2052	A	The	1.5	NEUTRAL
2055	The	Some	3.3	NEUTRAL
2056	A	A	4.5	ENTAILMENT
2059	There	Some	2.6	CONTRADICTION
2061	Some	A	3.5	NEUTRAL
2064	A	A	4.7	ENTAILMENT
2066	A	The	3.9	NEUTRAL
2067	One	One	5	ENTAILMENT
2068	A	One	4.1	NEUTRAL
2070	A	A	3.2	NEUTRAL
2072	One	A	3	NEUTRAL
2073	One	The	3.1	NEUTRAL
2075	Eggs	A	4.8	ENTAILMENT
2076	A	A	2.6	NEUTRAL
2078	A	One	5	ENTAILMENT
2079	A	There	4	CONTRADICTION
2080	A	A	3.2	NEUTRAL
2081	A	One	4.2	NEUTRAL
2082	A	There	3	CONTRADICTION
2084	A	Eggs	4.3	ENTAILMENT
2086	A	A	3.3	NEUTRAL
2087	A	A	4.6	ENTAILMENT
2088	An	The	4.8	ENTAILMENT
2090	The	The	3.2	NEUTRAL
2091	A	A	4.7	ENTAILMENT
2092	There	A	3.5	CONTRADICTION
2094	The	A	1.1	NEUTRAL
2097	A	An	1.45	NEUTRAL
2098	The	A	1	NEUTRAL
2100	The	A	1.2	NEUTRAL
2102	There	A	3.8	CONTRADICTION
2103	A	A	3.3	NEUTRAL
2104	A	A	4.3	ENTAILMENT
2105	A	A	3.2	NEUTRAL
2107	A	A	1.1	NEUTRAL
2109	A	A	1	NEUTRAL
2112	A	A	1.2	NEUTRAL
2113	A	A	1.3	NEUTRAL
2115	The	The	3.4	CONTRADICTION
2117	Some	The	4.8	ENTAILMENT
2118	There	The	3.7	CONTRADICTION
2119	The	Drinking	3.3	NEUTRAL
2121	The	There	2.6	CONTRADICTION
2122	Drinking	The	3.4	NEUTRAL
2123	The	The	4.1	NEUTRAL
2124	The	The	4.3	NEUTRAL
2125	The	A	3.7	NEUTRAL
2132	A	A	3	NEUTRAL
2136	A	A	5	ENTAILMENT
2139	The	The	5	ENTAILMENT
2141	The	The	3.6	NEUTRAL
2144	A	The	2.5	NEUTRAL
2145	The	A	3.5	NEUTRAL
2146	The	There	3.4	NEUTRAL
2148	The	A	3.4	NEUTRAL
2150	A	A	3.4	NEUTRAL
2153	The	The	3.5	CONTRADICTION
2163	A	A	3.6	NEUTRAL
2164	A	A	4.8	ENTAILMENT
2165	A	There	4.1	CONTRADICTION
2167	A	There	3.2	CONTRADICTION
2170	A	A	5	ENTAILMENT
2171	An	A	5	ENTAILMENT
2172	A	There	3.8	CONTRADICTION
2175	The	The	3.3	CONTRADICTION
2176	The	A	4.5	ENTAILMENT
2179	The	There	3.8	CONTRADICTION
2180	The	A	3	NEUTRAL
2181	The	A	4.3	ENTAILMENT
2183	A	A	3.6	NEUTRAL
2184	People	Some	4.9	ENTAILMENT
2188	A	People	4.4	ENTAILMENT
2192	A	A	3.165	NEUTRAL
2195	A	There	3.4	CONTRADICTION
2196	A	A	3.5	NEUTRAL
2198	A	A	4.3	ENTAILMENT
2199	A	A	2.9	NEUTRAL
2202	Two	Two	4.8	ENTAILMENT
2203	Two	Two	4.1	NEUTRAL
2205	An	Two	5	ENTAILMENT
2207	Two	Two	3.2	NEUTRAL
2208	Two	An	4.1	NEUTRAL
2210	Two	Two	4	NEUTRAL
2212	Two	Two	4.2	NEUTRAL
2213	Two	Two	3.9	NEUTRAL
2215	Someone	Someone	4.8	ENTAILMENT
2217	Someone	A	2.9	NEUTRAL
2218	The	The	4.3	ENTAILMENT
2222	The	Someone	3.9	ENTAILMENT
2226	A	A	4.6	ENTAILMENT
2228	A	A	4.2	ENTAILMENT
2232	A	A	4.4	NEUTRAL
2233	There	A	3.8	CONTRADICTION
2234	A	A	4.7	ENTAILMENT
2235	A	A	4.9	ENTAILMENT
2236	A	A	3.5	NEUTRAL
2238	The	The	3.7	CONTRADICTION
2239	A	The	2.85	NEUTRAL
2240	A	A	4	NEUTRAL
2242	A	A	2.1	NEUTRAL
2243	A	The	3.9	ENTAILMENT
2247	There	A	4	CONTRADICTION
2250	A	Cereal	4.8	ENTAILMENT
2251	There	A	4	CONTRADICTION
2252	A	The	4.7	ENTAILMENT
2253	The	There	3.7	CONTRADICTION
2259	The	A	2.6	NEUTRAL
2260	A	The	3.065	NEUTRAL
2261	A	The	2.5	NEUTRAL
2263	The	A	2.9	NEUTRAL
2266	The	The	4.55	ENTAILMENT
2272	The	A	3.9	ENTAILMENT
2274	A	A	3.3	NEUTRAL
2275	A	A	4.3	NEUTRAL
2277	A	A	3.4	NEUTRAL
2281	A	A	3.3	ENTAILMENT
2282	A	One	4.9	ENTAILMENT
2287	A	The	3.7	CONTRADICTION
2288	One	The	5	ENTAILMENT
2289	The	There	3.4	CONTRADICTION
2291	The	A	4.8	ENTAILMENT
2297	The	A	4.5	ENTAILMENT
2299	A	A	4.8	ENTAILMENT
2302	The	The	4.5	ENTAILMENT
2303	The	The	4.1	CONTRADICTION
2304	A	The	3.4	NEUTRAL
2305	A	The	3.6	CONTRADICTION
2307	The	A	3.5	NEUTRAL
2308	The	A	3.6	NEUTRAL
2309	Someone	Someone	4.9	ENTAILMENT
2310	Someone	There	3.3	CONTRADICTION
2311	Someone	Someone	4.1	NEUTRAL
2314	The	The	3.1	NEUTRAL
2315	Someone	A	3.535	NEUTRAL
2316	Someone	The	3.6	CONTRADICTION
2317	The	Someone	2.3	NEUTRAL
2318	Someone	The	4.5	ENTAILMENT
2319	There	The	4.2	NEUTRAL
2322	A	A	4.8	ENTAILMENT
2327	A	A	3.6	NEUTRAL
2329	There	A	4	CONTRADICTION
2330	A	A	3.4	NEUTRAL
2332	A	A	3.5	NEUTRAL
2333	A	A	3.2	NEUTRAL
2338	The	The	4.1	CONTRADICTION
2339	A	The	3.1	NEUTRAL
2340	The	A	4	ENTAILMENT
2341	The	A	2.7	NEUTRAL
2344	There	The	2.4	CONTRADICTION
2348	A	A	3	NEUTRAL
2350	The	The	3.4	CONTRADICTION
2351	A	The	2.6	NEUTRAL
2352	A	The	2.6	NEUTRAL
2358	A	A	3.6	NEUTRAL
2359	A	A	3.3	NEUTRAL
2360	The	The	4.5	ENTAILMENT
2363	There	A	3.9	CONTRADICTION
2365	The	A	3.1	NEUTRAL
2368	A	One	4.9	ENTAILMENT
2369	A	There	3.4	CONTRADICTION
2374	The	One	4.1	ENTAILMENT
2375	The	There	4.2	CONTRADICTION
2377	A	A	4.7	ENTAILMENT
2381	A	A	3.2	NEUTRAL
2383	A	A	2.9	NEUTRAL
2386	The	The	4.2	NEUTRAL
2388	The	The	3.7	NEUTRAL
2391	The	The	4.6	ENTAILMENT
2397	Somebody	Someone	5	ENTAILMENT
2400	The	The	3.7	NEUTRAL
2401	The	Someone	4.5	ENTAILMENT
2407	A	A	3.2	NEUTRAL
2409	The	The	3.3	CONTRADICTION
2413	A	The	1.4	NEUTRAL
2414	The	A	2.2	NEUTRAL
2415	Some	Runners	4.9	ENTAILMENT
2422	Some	The	3.835	NEUTRAL
2423	The	Runners	3.8	CONTRADICTION
2426	A	A	4.1	NEUTRAL
2429	There	A	3.4	CONTRADICTION
2431	A	There	3.6	NEUTRAL
2436	A	A	1.8	NEUTRAL
2438	The	The	4.6	ENTAILMENT
2440	The	A	4.7	ENTAILMENT
2441	There	A	2.9	CONTRADICTION
2445	The	A	4.5	ENTAILMENT
2447	A	A	3.5	CONTRADICTION
2450	A	A	3.6	NEUTRAL
2455	A	A	4.2	ENTAILMENT
2456	A	A	3.215	NEUTRAL
2457	A	A	2.8	NEUTRAL
2458	A	A	4.1	ENTAILMENT
2459	A	A	5	ENTAILMENT
2465	A	A	4.6	ENTAILMENT
2466	A	A	2.865	NEUTRAL
2467	A	A	4.4	ENTAILMENT
2472	Some	A	4.8	ENTAILMENT
2474	Some	A	4.7	ENTAILMENT
2486	One	A	4.6	ENTAILMENT
2491	A	A	2.3	NEUTRAL
2494	A	A	1.7	NEUTRAL
2495	A	A	4.5	ENTAILMENT
2496	A	A	3.15	NEUTRAL
2497	A	A	3.1	NEUTRAL
2499	There	A	3.3	CONTRADICTION
2500	One	A	1.6	NEUTRAL
2505	A	A	1.6	NEUTRAL
2506	A	A	4.8	ENTAILMENT
2508	A	A	3.9	NEUTRAL
2509	The	The	5	ENTAILMENT
2510	The	The	3.8	CONTRADICTION
2514	There	The	3.4	NEUTRAL
2515	A	The	3.3	NEUTRAL
2518	Four	Nobody	4.15	CONTRADICTION
2521	People	People	4	NEUTRAL
2529	A	There	3.8	CONTRADICTION
2530	A	The	5	ENTAILMENT
2538	Someone	Nobody	3.9	CONTRADICTION
2539	The	The	4.6	ENTAILMENT
2540	The	The	4.085	CONTRADICTION
2543	Someone	The	4.6	ENTAILMENT
2545	Someone	The	4.1	ENTAILMENT
2549	There	A	3.5	CONTRADICTION
2551	There	A	2.6	CONTRADICTION
2553	A	There	3.6	NEUTRAL
2554	A	A	4.4	ENTAILMENT
2555	A	A	4.9	ENTAILMENT
2561	A	Someone	4.6	ENTAILMENT
2569	The	Three	1.7	NEUTRAL
2572	The	Three	2.8	NEUTRAL
2574	There	A	4	CONTRADICTION
2577	A	A	4.3	ENTAILMENT
2578	A	The	3.5	CONTRADICTION
2579	A	The	4.1	ENTAILMENT
2582	A	A	3.7	ENTAILMENT
2583	A	A	3.3	NEUTRAL
2588	A	A	4.2	ENTAILMENT
2589	A	A	3.5	NEUTRAL
2590	A	A	4.8	ENTAILMENT
2591	A	A	4.8	ENTAILMENT
2592	A	A	4.4	ENTAILMENT
2593	A	A	3.965	ENTAILMENT
2594	A	A	3.4	NEUTRAL
2596	A	A	3.8	NEUTRAL
2597	A	A	2.9	NEUTRAL
2599	A	A	4.4	NEUTRAL
2601	A	A	3.9	NEUTRAL
2602	A	The	5	ENTAILMENT
2608	A	The	3.2	CONTRADICTION
2615	The	The	5	ENTAILMENT
2619	The	A	4.5	NEUTRAL
2622	A	A	4.9	ENTAILMENT
2623	A	A	1.9	NEUTRAL
2625	A	The	4.9	ENTAILMENT
2626	There	A	3.9	CONTRADICTION
2627	The	A	5	ENTAILMENT
2628	A	There	3.6	CONTRADICTION
2630	A	A	1.6	NEUTRAL
2632	A	A	4.7	ENTAILMENT
2634	Two	Two	2.6	NEUTRAL
2636	Two	Two	3	NEUTRAL
2637	Video	Two	3.9	NEUTRAL
2638	Two	Two	4	ENTAILMENT
2640	Video	Two	2.9	NEUTRAL
2643	Two	Two	4.3	ENTAILMENT
2650	The	A	3	NEUTRAL
2651	The	There	2.5	NEUTRAL
2654	The	The	2.9	CONTRADICTION
2655	The	The	4.3	ENTAILMENT
2656	The	The	4.1	CONTRADICTION
2657	The	The	3.4	NEUTRAL
2660	The	The	1.7	NEUTRAL
2664	Some	Ferrets	4.9	ENTAILMENT
2666	A	Several	4.8	ENTAILMENT
2670	Some	Several	3.7	NEUTRAL
2672	Ferrets	Several	3.5	NEUTRAL
2673	A	A	4.8	ENTAILMENT
2675	A	A	4.7	ENTAILMENT
2680	A	A	2.7	NEUTRAL
2682	A	A	3	NEUTRAL
2684	A	A	4.9	ENTAILMENT
2688	A	One	3.5	NEUTRAL
2689	A	The	3.5	ENTAILMENT
2691	Nobody	The	3.1	NEUTRAL
2692	The	A	3.1	NEUTRAL
2696	There	The	4	CONTRADICTION
2701	The	A	4.3	ENTAILMENT
2702	The	A	5	ENTAILMENT
2703	A	There	3.8	CONTRADICTION
2705	A	A	3.3	NEUTRAL
2707	A	A	3.4	NEUTRAL
2708	A	The	4.6	ENTAILMENT
2709	There	A	2.9	CONTRADICTION
2710	A	A	4.3	ENTAILMENT
2711	A	A	4.8	ENTAILMENT
2713	The	The	4.5	ENTAILMENT
2714	The	The	3.7	CONTRADICTION
2715	The	The	3.65	ENTAILMENT
2716	The	A	2.8	NEUTRAL
2718	The	A	4.2	NEUTRAL
2724	A	A	4.615	ENTAILMENT
2728	A	A	1.7	NEUTRAL
2730	A	A	1.8	NEUTRAL
2731	A	There	2.1	NEUTRAL
2734	A	A	3.6	NEUTRAL
2735	The	The	4.8	ENTAILMENT
2739	The	A	3.5	NEUTRAL
2741	The	A	3.6	NEUTRAL
2744	The	Eggs	5	ENTAILMENT
2748	The	The	4.4	ENTAILMENT
2751	A	A	4.7	ENTAILMENT
2752	A	A	4.1	NEUTRAL
2754	Soccer	There	3	CONTRADICTION
2755	Some	A	4.1	NEUTRAL
2756	A	There	2.9	CONTRADICTION
2757	A	Soccer	4.3	ENTAILMENT
2758	Soccer	A	3.1	NEUTRAL
2761	A	A	3.3	CONTRADICTION
2763	A	A	3.4	CONTRADICTION
2764	A	A	2.8	NEUTRAL
2765	A	A	3.3	NEUTRAL
2768	A	A	3.4	NEUTRAL
2770	There	A	3.6	CONTRADICTION
2774	A	A	4.3	ENTAILMENT
2775	A	A	3.1	NEUTRAL
2776	A	A	4.2	ENTAILMENT
2777	There	A	3.8	NEUTRAL
2778	A	A	3.9	NEUTRAL
2779	A	A	4.2	ENTAILMENT
2783	The	The	3.8	CONTRADICTION
2784	A	The	4.715	ENTAILMENT
2787	The	A	3.6	NEUTRAL
2788	A	The	4.4	ENTAILMENT
2789	A	A	5	ENTAILMENT
2792	A	There	3.2	CONTRADICTION
2797	A	A	4.6	ENTAILMENT
2799	A	A	2.8	NEUTRAL
2800	The	An	5	ENTAILMENT
2802	An	A	3.2	NEUTRAL
2803	A	The	2.7	NEUTRAL
2807	The	A	4.9	ENTAILMENT
2809	A	An	4.7	ENTAILMENT
2811	A	A	4.3	ENTAILMENT
2813	An	The	4.1	ENTAILMENT
2815	An	A	4.4	ENTAILMENT
2817	A	There	3.6	CONTRADICTION
2818	A	A	3.7	NEUTRAL
2821	A	A	2.4	NEUTRAL
2827	The	The	4.9	ENTAILMENT
2828	The	The	3.7	CONTRADICTION
2837	There	A	3.8	CONTRADICTION
2838	A	A	4.8	ENTAILMENT
2839	A	A	3	NEUTRAL
2844	A	A	4.3	ENTAILMENT
2845	The	A	5	ENTAILMENT
2850	The	A	4.2	CONTRADICTION
2851	The	The	4.4	ENTAILMENT
2853	A	The	4.2	ENTAILMENT
2854	Some	The	4.8	ENTAILMENT
2856	Two	Two	4.4	ENTAILMENT
2857	Two	Two	3	NEUTRAL
2860	Some	Two	2.9	NEUTRAL
2861	The	Two	3.6	NEUTRAL
2862	Two	The	3.435	NEUTRAL
2863	Two	Two	4.6	ENTAILMENT
2864	Nobody	Two	4.3	CONTRADICTION
2865	Two	Two	4.5	ENTAILMENT
2867	Two	Two	3.7	NEUTRAL
2868	Two	Two	2.9	ENTAILMENT
2870	Two	Nobody	2.5	NEUTRAL
2874	The	The	4.8	ENTAILMENT
2875	The	The	3.3	CONTRADICTION
2879	There	The	3.5	CONTRADICTION
2881	A	A	4.3	ENTAILMENT
2883	The	The	4.9	ENTAILMENT
2890	The	A	4.9	ENTAILMENT
2891	The	The	4	NEUTRAL
2894	The	Weights	4.4	ENTAILMENT
2896	A	The	4.6	ENTAILMENT
2899	A	A	4.6	ENTAILMENT
2900	A	A	2.8	NEUTRAL
2903	A	A	4.7	ENTAILMENT
2905	A	A	4.6	ENTAILMENT
2907	A	A	4.7	ENTAILMENT
2908	A	The	4.9	ENTAILMENT
2909	A	There	4.3	CONTRADICTION
2910	A	A	5	ENTAILMENT
2913	A	There	3.1	CONTRADICTION
2915	There	A	4	NEUTRAL
2916	A	A	3.5	NEUTRAL
2917	A	One	4.8	ENTAILMENT
2918	A	A	3	NEUTRAL
2919	The	The	4.2	ENTAILMENT
2920	The	The	3.4	CONTRADICTION
2924	The	A	2.8	NEUTRAL
2926	A	An	4.9	ENTAILMENT
2927	There	A	3.1	CONTRADICTION
2930	The	A	2.5	NEUTRAL
2933	The	There	2.9	NEUTRAL
2935	Two	Two	4.6	ENTAILMENT
2937	Two	Two	4.9	ENTAILMENT
2938	Two	Nobody	3.7	CONTRADICTION
2939	Two	Two	3.2	NEUTRAL
2941	Two	Nobody	3.3	NEUTRAL
2943	Two	Two	3.8	NEUTRAL
2945	Two	Two	4	NEUTRAL
2951	There	A	3.2	NEUTRAL
2952	The	A	4.7	ENTAILMENT
2955	A	A	4.8	ENTAILMENT
2957	The	The	4.5	ENTAILMENT
2958	The	The	3.4	CONTRADICTION
2959	The	A	3.8	ENTAILMENT
2960	A	The	4	NEUTRAL
2961	The	A	4.7	ENTAILMENT
2964	A	A	4.9	ENTAILMENT
2966	A	A	3.5	NEUTRAL
2969	A	A	4.7	ENTAILMENT
2970	A	A	3.5	NEUTRAL
2971	A	A	4.6	ENTAILMENT
2974	A	A	4.8	ENTAILMENT
2976	Different	Different	3.4	NEUTRAL
2977	Different	Different	3.9	ENTAILMENT
2980	Two	Different	3.8	ENTAILMENT
2981	Different	There	3.4	NEUTRAL
2983	Two	Different	2.8	NEUTRAL
2984	Two	Different	2.8	NEUTRAL
2988	A	A	4.1	ENTAILMENT
2989	A	A	3.7	NEUTRAL
2992	A	A	3.5	NEUTRAL
2994	A	A	4	ENTAILMENT
2997	A	A	5	ENTAILMENT
2998	There	A	4.2	CONTRADICTION
3005	There	A	3.1	CONTRADICTION
3007	The	The	3.5	CONTRADICTION
3010	The	A	3.3	NEUTRAL
3014	A	The	4.3	ENTAILMENT
3015	Some	Some	4.6	ENTAILMENT
3016	Some	Some	3.5	NEUTRAL
3018	Three	Three	3.5	NEUTRAL
3019	Three	Some	3.7	NEUTRAL
3022	Three	Some	2.1	NEUTRAL
3024	A	Some	4.6	ENTAILMENT
3027	Two	Nobody	3.8	CONTRADICTION
3031	Some	Two	4.1	NEUTRAL
3038	The	The	3.8	CONTRADICTION
3039	The	The	4.4	ENTAILMENT
3041	The	The	4.4	ENTAILMENT
3042	A	A	4.5	ENTAILMENT
3043	A	A	3.1	NEUTRAL
3046	A	A	3.7	NEUTRAL
3047	A	A	4.2	ENTAILMENT
3049	A	A	3	NEUTRAL
3050	A	A	4.4	NEUTRAL
3054	A	A	3.1	CONTRADICTION
3059	A	A	4.5	ENTAILMENT
3062	A	A	4.3	ENTAILMENT
3065	A	The	4.2	ENTAILMENT
3068	There	The	3.8	ENTAILMENT
3069	A	The	4.2	ENTAILMENT
3071	The	A	5	ENTAILMENT
3072	A	Nobody	3.6	CONTRADICTION
3073	A	The	4.9	ENTAILMENT
3079	A	A	4.6	ENTAILMENT
3081	A	A	3.9	NEUTRAL
3085	A	The	3.1	NEUTRAL
3091	Three	A	4.5	ENTAILMENT
3092	Three	The	3.6	CONTRADICTION
3094	Some	The	3	NEUTRAL
3097	Three	Some	3.5	NEUTRAL
3100	A	A	3.4	NEUTRAL
3102	The	A	2.5	NEUTRAL
3110	There	A	3.3	CONTRADICTION
3111	The	The	4.4	ENTAILMENT
3114	A	The	4.2	CONTRADICTION
3121	There	A	3.8	CONTRADICTION
3126	A	A	4.4	ENTAILMENT
3129	A	A	4.9	ENTAILMENT
3130	A	A	3.3	NEUTRAL
3132	A	A	2.7	NEUTRAL
3134	A	A	2.8	NEUTRAL
3140	The	The	3.5	CONTRADICTION
3150	A	A	3.1	NEUTRAL
3153	A	A	3.9	NEUTRAL
3156	A	A	4.9	ENTAILMENT
3157	A	There	3.9	CONTRADICTION
3158	The	A	5	ENTAILMENT
3161	A	A	3.9	NEUTRAL
3162	The	A	3.1	NEUTRAL
3164	A	The	3.4	NEUTRAL
3165	The	There	3.7	NEUTRAL
3166	A	The	3.7	NEUTRAL
3170	There	A	4.3	CONTRADICTION
3182	A	The	4.5	ENTAILMENT
3186	A	There	3	CONTRADICTION
3187	A	A	4.9	ENTAILMENT
3188	A	A	3.9	NEUTRAL
3192	A	There	2.1	NEUTRAL
3200	The	A	4.7	ENTAILMENT
3201	The	There	4.1	CONTRADICTION
3202	A	The	4.6	ENTAILMENT
3203	A	A	4.9	ENTAILMENT
3208	There	A	3.7	CONTRADICTION
3213	A	A	2.6	NEUTRAL
3214	The	The	4.8	ENTAILMENT
3217	A	The	4	CONTRADICTION
3218	A	The	4.6	ENTAILMENT
3221	A	A	4.7	ENTAILMENT
3223	A	A	4.9	ENTAILMENT
3224	A	A	3.8	NEUTRAL
3227	A	A	3.4	NEUTRAL
3228	There	A	2.7	NEUTRAL
3230	A	A	5	ENTAILMENT
3232	A	A	4.1	NEUTRAL
3238	A	A	3.6	NEUTRAL
3242	An	An	3.3	NEUTRAL
3243	A	An	3.9	NEUTRAL
3248	A	Eggs	4.9	ENTAILMENT
3252	A	A	4.2	NEUTRAL
3253	A	A	3.9	NEUTRAL
3254	Eggs	A	4.1	NEUTRAL
3255	A	A	3.5	NEUTRAL
3256	A	A	4.2	ENTAILMENT
3257	A	The	5	ENTAILMENT
3260	A	A	3.2	NEUTRAL
3261	A	A	5	ENTAILMENT
3262	A	A	3.3	NEUTRAL
3264	A	Nobody	3.7	CONTRADICTION
3271	The	A	3.1	NEUTRAL
3272	The	A	4.2	ENTAILMENT
3273	There	The	3.8	CONTRADICTION
3274	The	A	3.9	NEUTRAL
3277	The	The	5	ENTAILMENT
3278	The	The	3.8	CONTRADICTION
3280	The	A	4.4	ENTAILMENT
3281	A	The	3.6	NEUTRAL
3283	The	A	4.5	ENTAILMENT
3285	The	A	4	ENTAILMENT
3286	A	A	4.3	ENTAILMENT
3287	A	There	3.7	CONTRADICTION
3288	A	Carrots	5	ENTAILMENT
3294	A	A	2	NEUTRAL
3298	The	The	4.5	ENTAILMENT
3299	The	The	2.8	CONTRADICTION
3303	A	The	3.2	NEUTRAL
3304	A	The	4	ENTAILMENT
